"1998 - 1999 County to County Migration Outflow",,,,,,,,,,
11,001,39,049,OH,"Franklin County",55,70,1600,,
11,001,08,031,CO,"Denver County",54,63,1892,,
11,001,09,001,CT,"Fairfield County",54,81,4127,,
11,001,22,071,LA,"Orleans Parish",53,65,1996,,
11,001,24,021,MD,"Frederick County",53,80,1983,,
11,001,09,009,CT,"New Haven County",52,62,1791,,
11,001,36,059,NY,"Nassau County",52,79,1763,,
11,001,51,610,VA,"Falls Church",52,101,3556,,
11,001,48,113,TX,"Dallas County",50,79,2250,,
11,001,06,059,CA,"Orange County",49,58,2375,,
11,001,51,760,VA,Richmond,49,68,1240,,
11,001,36,103,NY,"Suffolk County",46,63,1832,,
11,001,37,119,NC,"Mecklenburg County",44,66,1456,,
11,001,37,081,NC,"Guilford County",43,78,1610,,
11,001,26,161,MI,"Washtenaw County",41,49,3354,,
11,001,12,057,FL,"Hillsborough County",39,69,2696,,
11,001,47,157,TN,"Shelby County",39,80,1202,,
11,001,48,029,TX,"Bexar County",39,69,1963,,
11,001,10,005,DE,"Sussex County",38,48,3584,,
11,001,37,183,NC,"Wake County",38,74,1963,,
11,001,39,035,OH,"Cuyahoga County",38,45,1164,,
11,001,42,091,PA,"Montgomery County",38,47,1406,,
11,001,37,063,NC,"Durham County",37,46,1376,,
11,001,51,810,VA,"Virginia Beach",37,63,1410,,
11,001,12,095,FL,"Orange County",36,55,1685,,
11,001,06,081,CA,"San Mateo County",35,48,3519,,
11,001,09,003,CT,"Hartford County",34,47,2105,,
11,001,34,003,NJ,"Bergen County",34,48,2426,,
11,001,13,067,GA,"Cobb County",33,45,1054,,
11,001,15,003,HI,"Honolulu County",33,72,1323,,
11,001,45,079,SC,"Richland County",33,50,883,,
11,001,41,051,OR,"Multnomah County",32,42,1504,,
11,001,47,037,TN,"Davidson County",32,41,1511,,
11,001,24,009,MD,"Calvert County",31,46,1166,,
11,001,26,163,MI,"Wayne County",31,47,1537,,
11,001,37,133,NC,"Onslow County",31,71,682,,
11,001,39,061,OH,"Hamilton County",31,38,1355,,
11,001,51,710,VA,Norfolk,31,53,562,,
11,001,06,013,CA,"Contra Costa County",30,41,1317,,
11,001,10,003,DE,"New Castle County",30,44,1209,,
11,001,34,013,NJ,"Essex County",30,48,1965,,
11,001,08,013,CO,"Boulder County",29,42,2081,,
11,001,12,031,FL,"Duval County",29,57,908,,
11,001,12,099,FL,"Palm Beach County",29,42,2457,,
11,001,51,179,VA,"Stafford County",29,70,1039,,
11,001,24,037,MD,"St Mary's County",28,48,1344,,
11,001,32,003,NV,"Clark County",28,41,1197,,
11,001,36,005,NY,"Bronx County",28,40,515,,
11,001,25,009,MA,"Essex County",27,37,898,,
11,001,34,021,NJ,"Mercer County",27,41,1152,,
11,001,34,023,NJ,"Middlesex County",27,33,1280,,
11,001,51,003,VA,"Albemarle County",27,43,1720,,
11,001,04,019,AZ,"Pima County",26,43,1220,,
11,001,51,650,VA,Hampton,26,56,863,,
11,001,12,103,FL,"Pinellas County",25,51,1239,,
11,001,08,041,CO,"El Paso County",24,49,976,,
11,001,23,005,ME,"Cumberland County",24,28,1185,,
11,001,36,055,NY,"Monroe County",24,25,695,,
11,001,37,051,NC,"Cumberland County",24,46,802,,
11,001,37,135,NC,"Orange County",24,30,1773,,
11,001,48,439,TX,"Tarrant County",24,41,1006,,
11,001,51,087,VA,"Henrico County",24,37,1094,,
11,001,55,025,WI,"Dane County",24,29,823,,
11,001,12,127,FL,"Volusia County",23,37,1541,,
11,001,06,067,CA,"Sacramento County",22,30,890,,
11,001,27,123,MN,"Ramsey County",22,39,847,,
11,001,29,189,MO,"St Louis County",22,29,815,,
11,001,45,019,SC,"Charleston County",22,30,1071,,
11,001,26,125,MI,"Oakland County",21,29,1322,,
11,001,34,039,NJ,"Union County",21,28,1392,,
11,001,36,109,NY,"Tompkins County",21,24,638,,
11,001,51,700,VA,"Newport News",21,36,690,,
11,001,55,079,WI,"Milwaukee County",21,25,643,,
11,001,06,083,CA,"Santa Barbara County",20,39,909,,
11,001,25,027,MA,"Worcester County",20,33,713,,
11,001,42,045,PA,"Delaware County",20,31,617,,
11,001,44,007,RI,"Providence County",20,30,703,,
11,001,18,097,IN,"Marion County",19,33,1013,,
11,001,35,001,NM,"Bernalillo County",19,29,884,,
11,001,49,035,UT,"Salt Lake County",19,26,1237,,
11,001,12,073,FL,"Leon County",18,26,605,,
11,001,34,007,NJ,"Camden County",18,24,747,,
11,001,12,009,FL,"Brevard County",17,34,1354,,
11,001,48,479,TX,"Webb County",17,33,904,,
11,001,17,043,IL,"Du Page County",16,20,641,,
11,001,25,015,MA,"Hampshire County",16,21,447,,
11,001,29,510,MO,"St Louis",16,20,382,,
11,001,34,027,NJ,"Morris County",16,20,579,,
11,001,53,053,WA,"Pierce County",16,24,548,,
11,001,54,037,WV,"Jefferson County",16,25,924,,
11,001,06,065,CA,"Riverside County",15,25,3355,,
11,001,08,005,CO,"Arapahoe County",15,22,371,,
11,001,24,041,MD,"Talbot County",15,25,1601,,
11,001,34,025,NJ,"Monmouth County",15,19,400,,
11,001,37,067,NC,"Forsyth County",15,18,1351,,
11,001,42,017,PA,"Bucks County",15,16,690,,
11,001,01,101,AL,"Montgomery County",14,40,724,,
11,001,06,071,CA,"San Bernardino Count",14,23,404,,
11,001,12,033,FL,"Escambia County",14,17,471,,
11,001,18,105,IN,"Monroe County",14,20,1752,,
11,001,25,023,MA,"Plymouth County",14,15,443,,
11,001,29,095,MO,"Jackson County",14,19,699,,
11,001,36,029,NY,"Erie County",14,16,373,,
11,001,36,067,NY,"Onondaga County",14,21,356,,
11,001,42,029,PA,"Chester County",14,17,1184,,
11,001,42,041,PA,"Cumberland County",14,23,534,,
11,001,51,600,VA,Fairfax,14,24,695,,
11,001,06,041,CA,"Marin County",13,17,811,,
11,001,06,087,CA,"Santa Cruz County",13,24,575,,
11,001,24,025,MD,"Harford County",13,34,289,,
11,001,24,035,MD,"Queen Anne's County",13,18,831,,
11,001,34,005,NJ,"Burlington County",13,17,418,,
11,001,57,003,FR,"Foreign - Puerto Rico",13,20,488,,
11,001,20,091,KS,"Johnson County",12,23,695,,
11,001,25,001,MA,"Barnstable County",12,15,1763,,
11,001,28,047,MS,"Harrison County",12,19,494,,
11,001,34,001,NJ,"Atlantic County",12,16,345,,
11,001,34,035,NJ,"Somerset County",12,13,453,,
11,001,48,027,TX,"Bell County",12,14,118,,
11,001,51,061,VA,"Fauquier County",12,14,1413,,
11,001,51,550,VA,Chesapeake,12,19,418,,
11,001,01,073,AL,"Jefferson County",11,12,383,,
11,001,12,021,FL,"Collier County",11,17,1056,,
11,001,13,051,GA,"Chatham County",11,15,299,,
11,001,13,135,GA,"Gwinnett County",11,14,403,,
11,001,36,001,NY,"Albany County",11,11,659,,
11,001,36,087,NY,"Rockland County",11,12,473,,
11,001,37,065,NC,"Edgecombe County",11,18,203,,
11,001,37,083,NC,"Halifax County",11,21,302,,
11,001,39,113,OH,"Montgomery County",11,22,555,,
11,001,50,007,VT,"Chittenden County",11,13,263,,
11,001,51,177,VA,"Spotsylvania County",11,25,426,,
11,001,51,540,VA,Charlottesville,11,13,471,,
11,001,06,053,CA,"Monterey County",10,16,272,,
11,001,09,005,CT,"Litchfield County",10,14,633,,
11,001,12,105,FL,"Polk County",10,14,372,,
11,001,22,033,LA,"East Baton Rouge Par",10,10,348,,
11,001,31,055,NE,"Douglas County",10,15,337,,
11,001,33,009,NH,"Grafton County",10,18,750,,
11,001,33,011,NH,"Hillsborough County",10,15,313,,
11,001,36,085,NY,"Richmond County",10,14,342,,
11,001,39,153,OH,"Summit County",10,14,252,,
11,001,41,039,OR,"Lane County",10,12,386,,
11,001,42,011,PA,"Berks County",10,15,826,,
11,001,42,071,PA,"Lancaster County",10,19,386,,
11,001,44,005,RI,"Newport County",10,24,792,,
11,001,47,093,TN,"Knox County",10,15,489,,
11,001,53,061,WA,"Snohomish County",10,23,608,,
11,001,59,000,DS,"Other Flows - Diff State",1987,3074,93021,,
11,001,59,001,DS,"Other Flows - Northeast",310,420,11334,,
11,001,59,003,DS,"Other Flows - Midwest",346,530,13066,,
11,001,59,005,DS,"Other Flows - South",1024,1686,52789,,
11,001,59,007,DS,"Other Flows - West",307,438,15832,,
11,001,57,009,FR,"Foreign - Other flows",445,687,16647,,
